SOI,YEAR,POP_TOT,POP_HH,HH_TOT,POP_GRP,POP_SCHL,AGE_0005,AGE_0614,AGE_1519,AGE_2024,AGE_2534,AGE_3544,AGE_4554,AGE_5564,AGE_6574,AGE_75p,RACE_White,RACE_Hisp,RACE_Black,RACE_Asian,RACE_PacIs,RACE_NatAm,RACE_Other,RACE_TwoPlus,INC_0010,INC_1024,INC_2534,INC_3549,INC_5074,INC_7599,INC_100149,INC_150p,EMP_AGR,EMP_OTH,EMP_IND,EMP_RET,EMP_OFC,EMP_EDU,EMP_MED,EMP_FOO,EMP_GOV,EMP_TOT
Firebaugh,2038,9785,9785,2600,0,1832,953,1374,738,693,1249,1265,1222,777,737,777,474,9259,15,24,0,13,0,0,168,386,395,366,791,158,217,119,83,20,524,108,78,316,172,89,61,1450
Firebaugh,2039,9852,9852,2614,0,1845,960,1383,743,698,1257,1273,1231,783,742,782,478,9322,15,24,0,13,0,0,168,388,398,368,795,159,219,119,83,20,527,109,78,318,173,90,61,1459
Firebaugh,2040,9920,9920,2629,0,1857,967,1393,748,703,1266,1282,1239,788,747,787,481,9386,15,25,0,13,0,0,169,390,400,370,800,160,220,120,83,20,531,109,78,320,177,90,61,1470
Firebaugh,2041,9978,9978,2640,0,1868,974,1401,752,707,1273,1289,1246,793,751,792,484,9441,15,25,0,13,0,0,170,392,402,371,803,161,221,120,83,20,535,110,79,322,178,90,62,1478
Firebaugh,2042,10035,10035,2652,0,1879,976,1409,757,711,1281,1297,1254,797,756,797,485,9496,15,25,0,14,0,0,172,393,403,373,807,161,222,121,83,20,542,113,82,327,182,93,62,1503
Firebaugh,2043,10093,10093,2664,0,1890,989,1378,747,723,1281,1232,1303,885,687,868,461,9584,13,23,0,12,0,0,158,376,386,357,822,178,248,139,83,20,546,117,86,331,187,96,63,1530
Firebaugh,2044,10152,10152,2676,0,1901,997,1386,751,727,1288,1239,1310,890,691,873,464,9640,13,23,0,12,0,0,159,378,388,358,826,179,249,139,83,20,548,117,87,333,188,97,64,1536
Firebaugh,2045,10210,10210,2688,0,1912,1002,1394,755,732,1295,1246,1318,895,695,878,467,9695,13,23,0,12,0,0,159,380,390,360,829,180,250,140,83,20,558,118,87,334,189,97,64,1550
Firebaugh,2046,10257,10257,2698,0,1921,1006,1400,759,735,1301,1252,1324,900,698,882,469,9740,13,23,0,12,0,0,160,381,391,361,833,181,251,140,83,20,561,118,87,336,189,97,64,1556
Firebaugh,2047,10304,10304,2709,0,1930,1011,1407,762,738,1307,1257,1330,904,702,886,471,9785,13,23,0,12,0,0,160,383,393,363,836,181,252,141,83,20,565,119,88,337,190,98,65,1565
Firebaugh,2048,10352,10352,2719,0,1938,1028,1411,738,729,1368,1191,1194,1130,679,884,448,9860,12,21,0,11,0,0,158,367,377,347,814,199,288,169,83,20,571,121,90,341,191,98,65,1580
Firebaugh,2049,10399,10399,2730,0,1947,1033,1417,741,732,1375,1196,1200,1135,682,888,450,9905,12,21,0,11,0,0,159,369,379,349,817,199,289,169,83,20,577,122,90,343,192,99,65,1590
Firebaugh,2050,10447,10447,2741,0,1956,1038,1424,744,736,1381,1202,1205,1140,685,892,452,9951,12,21,0,11,0,0,161,370,380,350,820,200,290,170,83,19,584,126,94,347,196,103,66,1620
Fowler,2019,6375,6339,1802,36,1187,621,867,457,488,877,819,743,707,427,333,1149,4448,73,563,1,25,5,75,132,270,160,220,350,250,270,150,246,924,743,221,152,252,297,123,28,2987
Fowler,2020,6580,6543,1860,37,1225,637,874,495,494,899,841,768,728,457,350,1171,4613,74,577,1,25,5,77,160,310,180,250,330,240,250,140,229,858,669,203,139,252,286,79,28,2743
Fowler,2021,6662,6625,1886,37,1240,646,885,501,500,910,852,778,737,462,354,1187,4671,75,584,1,25,5,77,164,314,182,253,335,243,253,142,246,907,705,202,148,248,283,71,28,2837
Fowler,2022,6717,6680,1911,37,1250,652,892,505,504,918,859,784,743,466,357,1196,4710,75,589,1,26,5,78,163,319,185,257,339,247,257,144,246,924,743,221,152,252,297,123,28,2987
Fowler,2023,6787,6749,1938,38,1263,632,923,454,485,952,815,783,734,565,406,1139,4868,68,573,1,23,4,73,137,263,156,214,399,292,302,175,250,930,770,250,180,270,330,140,30,3150
Fowler,2024,6857,6819,1964,38,1276,640,932,458,490,962,823,791,741,571,411,1150,4919,68,579,1,24,4,74,137,267,158,217,405,296,306,178,250,936,816,266,196,286,376,144,30,3300
Fowler,2025,6928,6888,1991,40,1289,646,942,463,495,972,831,799,749,576,415,1160,4969,69,585,1,24,5,75,141,270,160,220,410,300,310,180,250,940,860,280,200,301,420,156,33,3440
Fowler,2026,6982,6942,2008,40,1299,651,949,467,499,979,838,805,755,581,418,1171,5007,70,589,1,24,5,75,141,272,161,222,414,303,313,182,251,940,866,280,199,301,421,158,33,3450
Fowler,2027,7036,6996,2025,41,1309,658,957,470,502,987,844,812,760,585,421,1180,5046,70,594,1,24,5,76,143,275,163,224,417,305,315,183,252,940,872,280,199,301,424,158,33,3460
Fowler,2028,7091,7050,2042,41,1319,637,942,505,452,965,875,810,723,648,493,1119,5187,62,584,1,22,4,71,127,255,157,216,442,324,334,187,253,940,876,280,198,303,428,159,34,3470
Fowler,2029,7146,7105,2059,41,1330,643,950,509,456,972,881,816,728,653,497,1127,5227,63,589,1,22,4,72,128,257,158,218,446,327,337,188,253,940,882,281,198,303,430,160,34,3480
Fowler,2030,7202,7160,2077,42,1340,647,957,513,459,980,888,823,734,658,501,1135,5268,63,594,1,23,4,72,130,260,160,220,449,329,339,190,255,940,887,282,199,304,432,160,34,3492
Fowler,2031,7252,7210,2087,42,1349,651,964,516,463,986,894,829,739,663,505,1142,5305,64,598,1,23,4,73,129,261,161,221,452,331,341,191,255,940,893,282,198,304,433,161,35,3500
Fowler,2032,7303,7261,2097,42,1359,658,970,520,466,993,901,834,744,667,508,1152,5342,64,602,1,23,4,73,130,262,161,222,454,333,343,192,256,940,897,282,198,305,436,162,35,3510
Fowler,2033,7354,7311,2108,43,1368,645,949,519,502,929,940,797,749,662,619,1090,5477,57,594,1,21,3,68,129,247,139,198,485,346,356,208,256,940,904,282,197,305,439,162,35,3520
Fowler,2034,7405,7362,2118,43,1378,649,955,523,505,936,947,802,754,667,624,1098,5515,57,598,1,21,3,69,129,249,139,199,487,348,358,209,257,940,911,282,197,305,440,163,35,3530
Fowler,2035,7457,7414,2129,43,1387,656,962,526,509,942,953,808,759,671,628,1107,5554,57,602,1,21,3,69,129,250,140,200,490,350,360,210,257,940,914,283,197,305,440,162,36,3534
Fowler,2036,7501,7458,2139,43,1396,659,968,529,512,948,959,812,764,675,632,1112,5587,58,606,1,21,3,70,131,251,141,201,492,351,361,211,258,940,920,283,197,305,441,161,36,3540
Fowler,2037,7546,7502,2148,43,1404,664,973,533,515,954,964,817,768,679,635,1119,5620,58,610,1,21,3,70,131,252,141,202,494,353,363,212,258,940,922,284,198,307,444,162,36,3550
Fowler,2038,7590,7547,2158,44,1412,675,952,522,515,943,948,851,771,650,720,1058,5749,51,601,1,19,3,65,118,228,129,178,505,376,396,228,259,940,927,284,198,307,445,163,36,3560
Fowler,2039,7635,7591,2168,44,1421,679,958,525,518,949,953,856,775,654,724,1065,5783,51,604,1,19,3,65,119,229,129,179,507,378,398,229,259,940,930,286,199,309,447,163,36,3570
Fowler,2040,7680,7636,2178,44,1429,683,964,528,521,954,959,862,780,657,728,1070,5818,51,608,1,19,3,66,118,230,130,180,510,380,400,230,260,940,930,286,199,309,447,163,36,3570
Fowler,2041,7719,7674,2186,44,1436,686,968,530,524,959,964,866,784,661,732,1076,5847,51,611,1,19,3,66,121,231,130,180,511,381,401,231,260,937,935,288,200,310,447,163,36,3575
Fowler,2042,7757,7713,2194,45,1443,692,973,533,526,964,969,870,787,664,735,1082,5876,52,614,1,19,3,66,122,231,131,181,513,382,403,231,260,937,935,288,200,310,447,163,36,3576
Fowler,2043,7796,7751,2202,45,1451,719,977,519,515,1000,907,909,753,670,782,1039,5991,45,596,0,17,2,61,98,218,119,169,496,417,427,258,260,937,940,288,200,311,450,164,36,3586
Fowler,2044,7835,7790,2210,45,1458,721,982,522,518,1005,912,913,757,674,786,1045,6021,45,599,0,17,2,61,100,219,119,169,498,418,428,259,260,937,941,289,201,313,452,165,36,3594
Fowler,2045,7874,7829,2218,45,1465,728,986,524,520,1010,916,918,760,677,790,1051,6051,45,602,0,17,2,61,98,220,120,170,500,420,430,260,260,934,942,289,201,313,452,166,37,3594
Fowler,2046,7905,7860,2225,45,1471,731,990,526,522,1014,920,921,763,680,793,1055,6075,45,604,0,17,2,62,100,221,120,170,501,421,431,261,260,934,945,291,202,315,455,166,37,3604
Fowler,2047,7937,7891,2233,46,1477,734,994,528,524,1018,924,925,766,682,796,1060,6099,45,606,0,17,2,62,102,221,121,171,503,422,432,261,260,934,946,291,202,315,455,166,37,3606
Fowler,2048,7968,7922,2240,46,1483,743,1027,525,512,1008,914,910,800,684,799,1019,6210,38,584,0,14,1,56,88,198,109,149,476,476,466,278,260,934,946,291,202,315,456,166,37,3608
Fowler,2049,8000,7954,2248,46,1489,746,1031,527,514,1012,918,914,803,687,802,1024,6235,38,586,0,14,1,56,92,199,109,149,477,477,467,278,260,934,946,292,202,315,456,166,37,3608
Fowler,2050,8032,7985,2255,46,1494,748,1035,529,516,1016,922,917,807,690,805,1025,6260,39,589,0,14,1,57,89,200,110,150,479,479,469,279,260,934,946,293,203,316,457,166,37,3611
Fresno,2019,592347,582062,188712,10285,109009,57263,82495,41972,42126,92790,77079,61807,57987,40703,27840,161684,295965,39714,66948,809,3454,1150,12338,14892,34390,16150,26220,32680,23920,23340,17120,1312,13877,43322,25512,41734,26101,53640,23224,28421,257144
Fresno,2020,596063,585819,189930,10244,109452,57436,82580,42267,41644,91907,79007,61752,58105,42478,28643,160940,299718,39812,67524,817,3440,1154,12414,16240,37480,17610,28460,30550,22370,21470,15750,1223,14210,37829,23694,39015,26062,52059,15296,28563,237950
Fresno,2021,600771,590446,192146,10325,110317,57888,83233,42601,41973,92633,79631,62240,58564,42814,28869,162212,302085,40127,68057,823,3467,1163,12512,16431,37917,17815,28792,30906,22631,21720,15934,1312,15015,39912,23626,41400,25619,51396,13844,28277,240401
Fresno,2022,606120,595704,194387,10417,111299,58404,83974,42980,42347,93458,80340,62794,59086,43195,29126,163657,304775,40484,68663,830,3498,1173,12624,16620,38360,18023,29128,31267,22895,21974,16120,1312,15177,43322,25512,41734,26101,53640,23224,28421,258444
Fresno,2023,611216,600711,196655,10504,112235,56856,81726,45067,41080,85042,86300,65071,57312,47299,34958,155885,316855,39992,69880,844,3338,1163,12754,14206,33318,15653,26811,36054,26508,25443,18662,1320,15280,44500,26426,43198,26134,53590,23410,28430,262289
Fresno,2024,616357,605764,198949,10593,113178,57337,82413,45446,41425,85757,87025,65618,57794,47697,35252,157195,319520,40329,70468,851,3366,1173,12862,14372,33707,15835,27124,36474,26817,25740,18880,1330,15380,45640,26611,43311,26165,53630,23570,28432,264069
Fresno,2025,621543,610483,201270,11060,114050,57781,83056,45800,41748,86425,87703,66129,58245,48069,35527,158419,322009,40643,71017,858,3393,1182,12962,14540,34100,16020,27440,36900,27130,26040,19100,1330,15531,45686,26600,43419,26145,53640,23417,28372,264140
Fresno,2026,626749,615596,203090,11153,115006,58265,83751,46184,42098,87149,88438,66683,58732,48471,35825,159747,324706,40983,71612,865,3421,1192,13070,14672,34408,16165,27688,37234,27375,26275,19273,1333,15531,46123,26769,43476,26345,54209,23521,28543,265850
Fresno,2027,631995,620749,204927,11246,115968,58754,84452,46570,42450,87878,89178,67241,59224,48877,36125,161084,327424,41326,72211,872,3450,1202,13180,14804,34720,16311,27939,37570,27623,26513,19447,1339,15531,46558,26864,43625,26544,54775,23623,28712,267570
Fresno,2028,637282,625942,206780,11340,116939,56700,84221,44209,44783,80970,88367,75170,57319,50871,43332,152783,340680,40733,73016,880,3284,1193,13373,13633,32106,15076,28138,40395,29042,27912,20478,1345,15531,46865,27023,43840,26738,55340,23740,28879,269300
Fresno,2029,642610,631175,208650,11435,117916,57173,84925,44579,45158,81647,89106,75798,57798,51297,43694,154062,343528,41073,73626,887,3312,1203,13484,13755,32396,15212,28393,40761,29305,28165,20663,1348,15531,47278,27117,44040,26934,55921,23839,29042,271050
Fresno,2030,647980,636433,210537,11547,118898,57652,85632,44950,45534,82327,89848,76429,58279,51724,44058,155346,346390,41415,74239,894,3339,1213,13597,13879,32689,15350,28650,41129,29570,28420,20850,1354,15531,47699,27287,44180,27112,56500,23939,29209,272810
Fresno,2031,652845,641211,211691,11633,119791,58084,86275,45287,45876,82945,90523,77003,58717,52112,44389,156512,348990,41726,74797,901,3364,1222,13699,13955,32869,15434,28807,41355,29732,28575,20964,1357,15531,48128,27383,44330,27242,56980,24039,29379,274370
Fresno,2032,657744,646023,212852,11721,120690,58521,86922,45627,46220,83568,91202,77581,59157,52503,44722,157686,351609,42039,75358,908,3390,1231,13802,14031,33049,15519,28965,41582,29895,28732,21079,1360,15531,48490,27473,44480,27457,57465,24140,29543,275940
Fresno,2033,662677,650868,214019,11809,121595,57091,84835,46433,44094,85311,83912,84254,62029,51501,51408,149000,365719,41258,75572,912,3208,1222,13977,12947,30683,13907,26054,47271,31118,29902,22137,1363,15531,48835,27565,44660,27671,57939,24241,29715,277520
Fresno,2034,667644,655747,215193,11897,122506,57519,85471,46781,44425,85950,84541,84886,62494,51887,51793,150117,368460,41567,76139,919,3232,1231,14082,13018,30851,13984,26197,47530,31289,30066,22258,1366,15531,49266,27756,44725,27882,58430,24278,29876,279110
Fresno,2035,672647,660728,216373,11919,123438,57955,86120,47137,44762,86603,85183,85531,62969,52281,52187,151258,371259,41883,76717,926,3256,1240,14189,13092,31020,14060,26340,47791,31460,30230,22380,1369,15531,49653,27841,44910,28074,58899,24393,30040,280710
Fresno,2036,676915,664921,217454,11994,124222,58323,86667,47436,45046,87153,85724,86073,63368,52613,52518,152217,373615,42149,77204,932,3277,1248,14279,13157,31175,14130,26472,48029,31618,30381,22492,1372,15531,50064,27939,45000,28201,59389,24483,30212,282190
Fresno,2037,681209,669138,218540,12070,125010,58693,87216,47737,45332,87705,86268,86619,63770,52947,52851,153182,375985,42416,77694,938,3298,1256,14369,13222,31331,14201,26604,48269,31776,30533,22604,1375,15472,50305,28023,45228,28318,59979,24585,30384,283670
Fresno,2038,685528,673381,219632,12147,125802,58492,85029,46995,46275,88381,80139,86515,71915,51746,57894,144624,390170,41373,77494,946,3093,1242,14439,12347,29218,13109,24554,51742,32930,31643,24089,1378,15472,50673,28117,45304,28436,60568,24656,30556,285160
Fresno,2039,689872,677648,220729,12224,126600,58862,85568,47293,46568,88941,80647,87063,72371,52074,58261,145541,392643,41635,77985,952,3112,1250,14530,12409,29363,13174,24677,52001,33095,31801,24209,1378,15472,51011,28218,45402,28549,61164,24730,30735,286660
Fresno,2040,694243,681941,221831,12301,127402,59235,86110,47593,46863,89505,81158,87614,72829,52404,58630,146463,395130,41899,78479,958,3132,1258,14622,12471,29510,13240,24800,52260,33260,31960,24330,1381,15472,51357,28315,45526,28652,61744,24815,30906,288170
Fresno,2041,697948,685581,222718,12367,128082,59552,86570,47847,47113,89982,81591,88082,73218,52683,58943,147244,397239,42123,78898,963,3149,1264,14701,12521,29628,13293,24899,52469,33393,32088,24427,1381,15414,51501,28439,45560,28880,62356,24854,31085,289470
Fresno,2042,701672,689239,223609,12433,128765,59869,87032,48102,47365,90462,82027,88552,73609,52964,59257,148030,399359,42347,79319,969,3165,1271,14779,12570,29747,13346,24999,52679,33527,32216,24525,1381,15414,51702,28537,45657,29012,62968,24950,31159,290780
Fresno,2043,705415,692916,224503,12499,129452,62479,85796,46699,46556,89295,83870,81590,80039,55694,60898,141797,411702,40946,78671,976,2932,1240,14652,11777,27887,12252,22946,53591,35178,33799,27073,1384,15414,52056,28556,45721,29131,63554,25039,31234,292090
Fresno,2044,709176,696610,225401,12566,130142,62811,86254,46948,46804,89771,84317,82025,80466,55991,61223,142552,413898,41164,79091,981,2947,1247,14730,11823,27998,12301,23038,53805,35319,33935,27182,1384,15355,52269,28650,45887,29255,64160,25144,31306,293410
Fresno,2045,712956,700323,226302,12633,130836,63148,86714,47198,47053,90250,84766,82462,80894,56289,61549,143312,416104,41384,79512,986,2963,1254,14808,11872,28110,12350,23130,54020,35460,34070,27290,1384,15297,52606,28728,45968,29367,64759,25240,31380,294730
Fresno,2046,715980,703293,227111,12687,131391,63414,87081,47398,47253,90633,85126,82812,81238,56528,61810,143920,417868,41559,79850,990,2976,1259,14871,11912,28211,12394,23213,54214,35587,34192,27388,1384,15297,52734,28763,46033,29404,65376,25319,31460,295770
Fresno,2047,719016,706275,227923,12740,131948,63683,87451,47599,47453,91017,85487,83163,81582,56768,62072,144530,419640,41736,80188,995,2988,1264,14934,11955,28312,12439,23296,54407,35714,34314,27486,1384,15238,53015,28789,46036,29433,66000,25377,31539,296810
Fresno,2048,722063,709269,228738,12794,132507,64493,89389,46591,46101,91135,86062,77224,81395,64056,62823,138938,431053,40168,79478,997,2742,1225,14668,11011,26043,11468,21476,52046,40251,36746,29697,1384,15238,53237,28810,46044,29459,66618,25449,31620,297860
Fresno,2049,725123,712275,229556,12849,133069,64768,89768,46788,46296,91521,86427,77551,81740,64327,63089,139528,432880,40338,79815,1001,2753,1230,14730,11050,26136,11509,21553,52232,40395,36878,29803,1381,15238,53488,28835,46057,29490,67234,25492,31694,298910
Fresno,2050,728195,715292,230376,12903,133632,65043,90148,46986,46492,91909,86793,77879,82086,64600,63356,140119,434714,40509,80153,1005,2765,1235,14792,11089,26230,11550,21630,52419,40539,37009,29910,1381,15121,53768,28839,46160,29509,67835,25573,31773,299960
Huron,2019,5698,5698,1487,0,1067,611,962,488,453,939,770,589,470,260,156,78,5563,22,28,0,7,0,0,228,649,160,160,150,70,40,30,843,0,14,38,2,118,51,22,156,1244
Huron,2020,5698,5698,1487,0,1067,607,934,482,461,937,772,594,484,259,168,77,5565,22,27,0,7,0,0,228,669,170,180,120,60,30,30,785,0,13,35,2,119,50,15,157,1176
Huron,2021,5734,5734,1504,0,1074,609,940,486,464,943,777,598,487,261,169,77,5601,22,27,0,7,0,0,232,676,172,182,121,61,30,30,843,0,13,35,2,117,49,13,156,1228
Huron,2022,5789,5789,1521,0,1084,617,949,490,468,952,784,604,491,263,171,77,5655,22,28,0,7,0,0,234,684,174,184,122,61,31,31,843,0,14,38,2,118,51,22,156,1244
Huron,2023,5836,5836,1538,0,1093,614,840,526,458,899,818,638,466,372,205,71,5713,21,25,0,6,0,0,226,637,137,176,196,88,49,29,850,0,20,40,4,160,90,20,160,1344
Huron,2024,5883,5883,1556,0,1102,620,847,530,462,906,825,643,469,375,206,72,5759,21,25,0,6,0,0,228,644,139,178,198,89,50,30,860,0,20,40,0,180,120,20,170,1410
Huron,2025,5930,5930,1574,0,1110,625,853,535,466,913,831,648,473,378,208,72,5806,21,25,0,6,0,0,232,652,140,180,200,90,50,30,870,0,30,45,5,185,135,20,180,1470
Huron,2026,5984,5984,1589,0,1121,631,861,539,470,922,839,654,477,381,210,74,5858,21,25,0,6,0,0,233,658,142,182,202,91,51,30,872,0,30,45,5,187,136,20,181,1477
Huron,2027,6038,6038,1604,0,1131,636,869,544,474,930,846,660,482,385,212,73,5912,21,26,0,6,0,0,235,664,143,184,204,92,51,31,876,0,31,46,5,188,137,20,183,1486
Huron,2028,6093,6093,1620,0,1141,645,867,443,510,868,860,702,529,406,263,66,5978,20,23,0,6,0,0,226,648,137,187,226,98,59,39,880,0,31,46,5,190,138,20,184,1494
Huron,2029,6148,6148,1636,0,1151,652,875,447,515,876,868,708,533,409,265,67,6032,20,23,0,6,0,0,229,654,139,188,228,99,59,40,882,0,31,47,5,192,140,20,186,1502
Huron,2030,6203,6203,1652,0,1162,657,883,451,520,884,875,715,538,413,267,67,6087,20,23,0,6,0,0,231,661,140,190,230,100,60,40,886,0,30,46,4,193,140,20,187,1507
Huron,2031,6254,6254,1662,0,1171,664,890,455,524,891,882,720,542,416,270,68,6136,20,24,0,6,0,0,232,665,141,191,232,101,60,40,888,0,31,46,4,194,141,21,188,1513
Huron,2032,6304,6304,1672,0,1181,667,897,459,528,898,890,726,547,420,272,68,6186,20,24,0,6,0,0,232,669,142,193,233,101,61,41,890,0,31,47,4,196,142,21,190,1520
Huron,2033,6355,6355,1682,0,1190,666,909,457,432,929,846,762,582,402,370,61,6249,19,21,0,5,0,0,227,653,139,188,267,109,59,40,892,0,31,47,4,197,144,21,191,1527
Huron,2034,6407,6407,1692,0,1200,674,917,460,435,936,852,768,587,405,373,63,6299,19,21,0,5,0,0,229,657,139,189,269,109,60,40,894,0,31,48,4,199,145,21,193,1534
Huron,2035,6459,6459,1702,0,1210,679,924,464,439,944,859,775,591,408,376,63,6350,19,22,0,5,0,0,231,661,140,190,270,110,60,40,896,0,32,48,4,200,146,21,195,1542
Huron,2036,6503,6503,1712,0,1218,685,930,467,442,950,865,780,595,411,378,63,6394,19,22,0,5,0,0,232,665,141,191,272,111,60,40,897,0,32,48,4,202,147,21,196,1548
Huron,2037,6547,6547,1721,0,1226,688,937,470,445,957,871,785,599,414,381,64,6437,19,22,0,5,0,0,234,668,142,192,273,111,61,40,899,0,32,49,5,203,148,21,197,1554
Huron,2038,6592,6592,1731,0,1234,673,952,476,445,904,820,804,642,458,418,57,6493,18,20,0,4,0,0,228,653,138,188,287,119,69,49,901,0,32,49,5,204,149,21,198,1560
Huron,2039,6637,6637,1740,0,1243,676,959,479,448,910,826,810,647,461,421,57,6538,18,20,0,4,0,0,229,656,139,189,288,119,70,50,901,0,33,49,5,206,150,21,200,1564
Huron,2040,6682,6682,1750,0,1251,682,965,482,451,916,832,815,651,464,424,58,6582,18,20,0,4,0,0,230,660,140,190,290,120,70,50,903,0,34,50,5,207,152,21,202,1574
Huron,2041,6720,6720,1757,0,1259,685,971,485,454,921,836,820,655,467,426,57,6620,18,20,0,5,0,0,231,663,141,191,291,120,70,50,903,0,34,50,5,208,152,21,202,1575
Huron,2042,6759,6759,1765,0,1266,688,976,488,456,927,841,825,659,470,429,58,6658,18,20,0,5,0,0,232,666,141,192,292,121,71,50,903,0,34,50,5,211,157,21,203,1585
Huron,2043,6798,6798,1773,0,1273,677,969,504,464,842,878,792,698,505,469,53,6707,16,18,0,4,0,0,237,654,139,188,287,139,79,50,905,0,34,52,6,213,159,22,204,1595
Huron,2044,6836,6836,1781,0,1280,681,975,507,466,847,883,796,702,508,471,52,6746,16,18,0,4,0,0,239,657,139,189,288,139,80,50,905,0,35,52,6,214,160,22,205,1599
Huron,2045,6876,6876,1788,0,1288,684,980,510,469,852,889,801,706,511,474,53,6784,17,18,0,4,0,0,239,659,140,190,290,140,80,50,905,0,35,53,6,216,161,22,206,1603
Huron,2046,6907,6907,1795,0,1293,687,985,512,471,856,893,805,709,513,476,53,6815,17,18,0,4,0,0,241,662,140,191,291,140,80,50,905,0,35,53,6,217,161,22,207,1607
Huron,2047,6938,6938,1802,0,1299,692,989,514,473,860,897,808,712,515,478,53,6846,17,18,0,4,0,0,241,665,141,191,292,141,81,50,905,0,35,54,6,218,162,22,208,1610
Huron,2048,6970,6970,1809,0,1305,688,972,519,490,872,853,767,735,555,519,48,6888,15,16,0,3,0,0,229,656,139,189,288,159,89,60,905,0,36,54,6,218,163,22,209,1613
Huron,2049,7001,7001,1816,0,1311,692,976,521,492,875,857,771,738,558,521,48,6919,15,16,0,3,0,0,228,659,140,190,289,160,90,60,903,0,36,54,6,219,163,22,210,1614
Huron,2050,7033,7033,1823,0,1317,697,981,523,494,879,861,774,741,560,523,48,6951,15,16,0,3,0,0,231,661,140,190,291,160,90,60,903,0,37,55,7,221,169,22,211,1627
Kerman,2019,14222,14195,4014,27,2658,1461,2240,1198,1093,1987,1958,1541,1269,874,574,2310,10563,36,1046,4,48,32,156,129,701,591,731,731,380,571,180,95,162,394,501,390,341,411,336,169,2798
Kerman,2020,14292,14265,4034,27,2671,1465,2203,1199,1081,2017,1953,1542,1291,929,585,2290,10654,35,1046,4,48,31,157,170,771,641,761,671,350,510,160,88,159,376,467,365,342,399,223,170,2590
Kerman,2021,14702,14675,4122,28,2748,1508,2267,1233,1112,2075,2009,1586,1328,955,602,2357,10960,36,1076,4,49,32,161,173,788,655,777,685,358,522,164,95,168,396,466,388,336,394,201,169,2613
Kerman,2022,14831,14803,4212,28,2772,1521,2286,1244,1122,2093,2027,1600,1339,964,607,2376,11057,36,1085,4,49,33,163,178,805,669,794,700,366,533,167,95,162,394,508,465,341,411,349,169,2893
Kerman,2023,15105,15077,4304,28,2823,1524,2122,1266,1187,2164,1857,1789,1351,1056,761,2253,11481,34,1068,4,44,30,163,135,661,556,863,824,431,633,201,95,160,410,734,590,341,411,360,170,3271
Kerman,2024,15382,15353,4398,29,2875,1551,2161,1289,1209,2204,1891,1822,1376,1075,775,2292,11692,35,1088,4,45,31,166,136,676,568,882,842,441,647,206,95,160,440,820,630,350,411,380,178,3464
Kerman,2025,15661,15630,4494,30,2927,1579,2200,1312,1230,2244,1925,1855,1401,1095,789,2335,11903,35,1107,4,46,31,169,139,691,581,901,861,450,661,210,95,160,472,938,680,350,417,400,178,3690
Kerman,2026,15795,15764,4536,31,2952,1592,2219,1324,1241,2263,1941,1871,1413,1104,796,2353,12005,35,1117,4,47,32,171,141,697,586,909,869,455,667,212,95,160,472,946,686,350,420,402,178,3710
Kerman,2027,15931,15900,4578,31,2977,1606,2238,1335,1252,2282,1958,1887,1425,1114,803,2375,12108,36,1126,4,47,32,172,142,704,591,918,877,459,673,214,96,160,477,952,690,351,421,403,180,3730
Kerman,2028,16068,16036,4621,31,3003,1599,2236,1155,1266,2257,1991,1909,1475,1168,980,2226,12442,33,1089,4,42,29,171,148,647,540,883,961,491,716,235,96,160,478,959,694,352,425,405,182,3750
Kerman,2029,16205,16174,4663,31,3028,1615,2255,1165,1277,2276,2008,1925,1487,1178,988,2246,12549,33,1098,4,42,30,172,148,653,545,891,970,495,723,238,96,160,482,963,698,353,427,407,183,3769
Kerman,2030,16344,16312,4707,32,3054,1628,2274,1175,1288,2295,2025,1942,1500,1188,997,2265,12656,33,1108,4,42,30,174,150,660,550,899,979,500,729,240,97,160,485,967,702,354,428,406,185,3784
Kerman,2031,16470,16438,4733,32,3078,1641,2292,1184,1298,2313,2041,1957,1511,1197,1004,2282,12754,34,1116,4,43,30,175,151,663,553,904,985,502,734,241,97,160,487,971,707,355,430,407,184,3798
Kerman,2032,16597,16564,4760,32,3102,1654,2309,1193,1308,2331,2056,1972,1523,1206,1012,2300,12852,34,1125,4,43,30,176,151,667,556,910,990,505,738,243,97,160,490,978,712,357,432,409,185,3819
Kerman,2033,16724,16692,4787,33,3125,1647,2306,1201,1136,2411,2122,1802,1700,1213,1154,2159,13174,31,1084,4,38,28,174,130,623,504,821,1137,534,781,257,97,160,493,984,716,359,434,410,185,3839
Kerman,2034,16853,16820,4814,33,3149,1658,2324,1210,1145,2430,2138,1816,1713,1223,1163,2176,13275,31,1092,4,38,28,176,128,627,507,826,1144,537,786,259,98,160,498,990,721,360,436,410,186,3858
Kerman,2035,16982,16949,4841,33,3174,1671,2342,1219,1154,2449,2154,1830,1726,1232,1172,2194,13377,31,1100,4,38,28,177,131,630,510,830,1150,540,790,260,98,160,501,994,724,362,437,410,186,3872
Kerman,2036,17093,17059,4866,33,3194,1684,2357,1227,1161,2464,2168,1842,1737,1240,1179,2208,13464,31,1108,4,38,28,178,132,633,513,834,1156,543,794,261,98,160,503,998,728,363,439,412,187,3888
Kerman,2037,17204,17170,4891,33,3215,1692,2373,1235,1169,2481,2182,1854,1749,1248,1187,2221,13551,32,1115,4,39,29,179,131,637,515,839,1162,546,798,263,98,159,505,1004,733,365,442,413,187,3908
